name,ingredient,instructions
Bucks Fizz (Mimosa),"Orange juice 2.0 oz
Chilled champagne 1.0 oz","Pour 2 oz. orange juice in a collins glass over two cubes of ice, fill with Chilled Champagne, and stir very gently."
Buddy's Favorite,"Bourbon 1.5 oz
Cold water 6.0 oz",Pour ingredients into highball glass. Stir and serve without ice.
Bull And Bear,"Bourbon whiskey 1.5 oz
Orange curacao 0.75 oz
Lemon juice 1.0 oz
Grenadine 0.25 oz",Shake with ice and strain into chilled cocktail glass. Garnish with cherry and orange.
Bull Shot,"Vodka 1.5 oz
Cold beef bouillon 3.0 oz
Worcestershire sauce 1.0 oz
Salt 1.0 oz
Ground black pepper 1.0 oz",Shake with ice and strain into chilled old-fashioned glass.
Bull's Eye,"Brandy 1.0 oz
Hard cider 2.0 oz",Pour into highball glass over ice cubes and fill with ginger ale. Stir.
Bull's Milk,"Brandy 1.5 oz
Light rum 1.0 oz
Simple syrup 0.25 oz
Milk 3.0 oz
Freshly grated nutmeg 1.0 units
Ground cinnamon 1.0 units",Shake with ice and strain into chilled Collins glass. Top with nutmeg and cinnamon.
Bulla's Eye,"Brandy 1.0 oz
Hard cider 2.0 oz
Ginger ale 3.0 oz","Stir brandy and hard cider in highball glass. Add ice, fill with ginger ale, and stir again."
Bulldog Cocktail,"Cherry-flavored brandy 1.5 oz
Gin 0.75 oz
Lemon juice 0.5 oz",Shake with ice and strain into chilled cocktail glass.
Bulldog Highball,"Juice of orange 0.5 oz
Gin 2.0 oz
Ginger ale 3.0 oz",Pour into highball glass over ice cubes and fill with ginger ale. Stir.
Bulldog Highballl,"Juice of orange 0.5 oz
Gin 2.0 oz",Pour into highball glass over ice cubes and fill with ginger ale. Stir.
Bullfrog,"Vodka 1.5 oz
Lemonade 5.0 oz
Lime wheels 1.0 units",Pour into ice-filled Collins glass and stir. Garnish with lime.
Bum's Rush,"Blanco tequila 1.5 oz
Triple sec 0.75 oz
Honey liqueur 0.75 oz
Lime juice 1.0 oz
Apple cider 1.0 oz
Lime wedges 1.0 units",Shake with ice and strain into ice-filled Collins glass. Garnish with lime.
Bushranger,"Light rum 1.5 oz
Dubonnet 1.0 oz
Bitters 1.0 oz",Stir with cracked ice and strain into cocktail glass.
Button Hook Cocktail,"Creme de menthe (white) 0.5 oz
Apricot flavored brandy 0.5 oz
Anisette 0.5 oz
Brandy 0.5 oz",Shake with ice and strain into cocktail glass.
Cabaret Cocktail,"Old mr. boston dry gin 1.5 oz
Bitters 2.0 oz
Dry vermouth 0.5 oz
Benedictine 0.25 oz",Stir with ice and strain into cocktail glass. Serve with a cherry.
Cablegram,"Bourbon whiskey 2.0 oz
Lemon juice 1.0 oz
Simple syrup 0.5 oz
Ginger ale 3.0 oz",Stir first three ingredients in ice-filled highball glass. Fill with ginger ale.
Cablegram Highball,"Lemon juice 0.5 oz
Powdered sugar 1.0 oz
Old thompson blended whiskey 2.0 oz",Stir with ice cubes in highball glass and fill with ginger ale.
Cactus Berry,"Lime wedges 1.0 units
Blanco tequila 1.25 oz
Red wine 1.25 oz
Each triple sec 0.5 oz
Simple syrup 0.5 oz
Lemon juice 0.25 oz
Lime juice 0.25 oz
Lemon-lime soda 2.0 oz
Coarse salt 1.0 oz",Rim chilled cocktail glass with lime and salt. Shake remaining ingredients with ice and pour into glass.
Cadiz,"Blackberry-flavored brandy 0.25 oz
Dry sherry 0.25 oz
Triple sec 0.5 oz
Half-and-half 0.5 oz",Shake with ice and strain into ice-filled old-fashioned glass.
Caesar,"Lemon wedges 1.0 units
Celery salt 1.0 oz
Vodka 1.5 oz
Tomato-clam juice 4.0 oz
Prepared horseradish 0.5 oz
Each worcestershire sauce 1.0 oz
Salt 1.0 oz
Ground black pepper 1.0 oz
Celery stalk 1.0 units
Lemon wedges 1.0 units","Rim highball glass with lemon and celery salt, and then fill with ice. Shake ingredients with ice and strain into glass. Garnish with celery and lemon."
Caf_ di Amaretto,"Hot black coffee 1.0 oz
Amaretto 1.0 oz
Whipped cream 1.0 units",Add 1 oz. Amaretto to a cup of black coffee. Top with whipped cream.
Cafe De Paris Cocktail,"Egg white 1.0 units
Anis 1.0 oz
Light cream 1.0 oz
Gin 1.5 oz",Shake with ice and strain into cocktail glass.
Cafe di Saronno,"Amaretto di saronno 1.0 oz
Hot black coffee 1.0 oz",Add 1 oz. Amaretto di Saronno to a cup of black coffee. Top with whipped cream.
Caledonia,"Creme de cacao (brown) 1.0 oz
Brandy 1.0 oz
Milk 1.0 oz
Egg yolk 1.0 units",Shake well with ice and Strain into old-fashioned glass over ice cubes. Sprinkle cinnamon on top.
California Lemonade,"Bourbon whiskey 2.0 oz
Lemon juice 1.0 oz
Lime juice 1.0 oz
Simple syrup 1.0 oz
Grenadine 0.25 oz
Soda water 1.0 oz
Orange 1.0 units
Lemon wheels 1.0 units
Maraschino cherry 1.0 units","Shake first five ingredients with ice. Strain into shaved ice-filled Collins glass. Fill with soda water and garnish with orange, lemon, and cherry. Serve with straws."
Calm Voyage,"Strega 0.5 oz
Light rum 0.5 oz
Passion fruit syrup 1.0 oz
Lemon juice 2.0 oz
Egg white 0.5 units",Put all ingredients in blender with half a cup of crushed ice. Blend at low speed and pour into champagne flute.
Calvados Cocktail,"Calvados 1.5 oz
Orange juice 1.5 oz
Triple sec 0.75 oz
Orange bitters 1.0 oz",Shake with ice and strain into chilled cocktail glass.
Cameron's Kick Cocktail,"Blended scotch whiskey 0.75 oz
Irish whiskey 0.75 oz
Lemon juice 0.5 oz
Orange bitters 2.0 oz",Shake with ice and strain into chilled cocktail glass.
Camino Del Ray,"Anejo tequila 1.75 oz
Oloroso sherry 1.0 oz
Drambuie 0.5 oz
Rhubarb bitters 1.0 oz
Lemon twist 1.0 units",Stir with ice and strain into chilled cocktail glass. Add lemon twist.
Canadian Breeze,"Canadian whisky 1.5 oz
Pineapple juice 0.75 oz
Lemon juice 0.5 oz
Maraschino liqueur 0.25 oz
Pineapple wedge 1.0 units
Maraschino cherry 1.0 units",Shake with ice. Strain into ice-filled old-fashioned glass. Garnish with pineapple and cherry.
Canadian Cherry,"Maraschino liqueur 1.0 oz
Canadian whisky 1.5 oz
Maraschino liqueur 0.5 oz
Lemon juice 0.5 oz
Orange juice 0.5 oz",Moisten rim of old-fashioned glass with maraschino liqueur. Fill with ice. Shake ingredients with ice and strain into glass.
Canadian Cocktail,"Canadian whisky 1.5 oz
Triple sec 0.5 oz
Simple syrup 0.5 oz
Angostura bitters 1.0 oz",Shake with ice and strain into chilled cocktail glass.
Canadian Pineapple,"Canadian whisky 1.5 oz
Pineapple juice 1.0 oz
Lemon juice 1.0 oz
Maraschino 0.5 oz",Shake with ice and strain into old-fashioned glass over ice cubes. Add a Stick of pineapple.
Canal Street Daisy,"Blended scotch whiskey 1.0 oz
Orange juice 1.0 oz
Lemon juice 0.75 oz
Soda water 1.0 oz
Orange wheel 1.0 units",Add Scotch and juices to ice-filled Collins glass and stir. Fill with soda water and stir again. Garnish with orange.
Cape Codder,"Vodka 1.5 oz
Cranberry juice 5.0 oz
Lime wedges 1.0 units
Old mr. boston anisette 1.0 oz
Old mr. boston five star brandy 1.0 oz
Egg white 1.0 units",Pour into ice-filled highball glass. Stir well. Garnish with lime.
Cappuccino Cocktail,"Vodka 0.75 oz
Coffee-flavored brandy 0.75 oz
Half-and-half 0.75 oz
Vodka 1.5 oz
Cranberry juice 5.0 oz
Lime wedges 1.0 units",Shake with ice and strain into chilled cocktail glass.
Cara Sposa,"Coffee-flavored brandy 1.0 oz
Triple sec 0.75 oz
Half-and-half 0.5 oz",Shake with ice and strain into chilled cocktail glass.
Caribbean Champagne,"Light rum 0.5 oz
Creme de banana 0.5 oz
Chilled champagne 3.0 oz",Pour rum and banana liqueur into champagne flute. Fill with champagne and stir lightly. Add a slice of banana.
Caribbean Cruise,"Vodka 1.0 oz
Light rum 0.25 oz
Coconut-flavored rum 0.25 oz
Grenadine 1.0 oz
Pineapple juice 4.0 oz
Pineapple wedge 1.0 units
Maraschino cherry 1.0 units",Shake first four ingredients with ice and pour into ice-filled Collins glass. Fill with pineapple juice. Garnish with pineapple and cherry.
Carre Reprise,"Straight rye whiskey 1.0 oz
Cognac 1.0 oz
Sweet vermouth 1.0 oz
Elderflower liqueur 0.5 oz
Angostura bitters 1.0 oz
Peychaud's bitters 1.0 oz",Stir with ice. Strain into ice-filled old-fashioned glass. Add lemon twist.
Carrol Cocktail,"Brandy 1.5 oz
Sweet vermouth 0.75 oz",Stir with ice and strain into cocktail glass. Serve with a cherry.
Carroll Cocktail,"Brandy 1.5 oz
Sweet vermouth 0.75 oz
Maraschino cherry 1.0 units",Stir with ice and strain into chilled cocktail glass. Add cherry.
Caruso,"Gin 1.5 oz
Dry vermouth 1.0 oz
Green creme de menthe 0.5 oz",Stir with ice and strain into cocktail glass.
Casa Blanca,"Light rum 2.0 oz
Lime juice 1.5 oz
Triple sec 1.5 oz
Maraschino 1.5 oz",Shake with ice and strain into cocktail glass.
Casco Bay Lemonade,"Citrus-flavored vodka 1.5 oz
Simple syrup 2.0 oz
Lemon juice 2.0 oz
Cranberry juice 1.0 oz
Lemon-lime soda 3.0 oz
Lemon wheels 1.0 units",Shake first four ingredients with ice. Pour into ice-filled Collins glass. Fill glass with lemon-lime soda. Float lemon wheel on top.
Catalina Margarita,"Blanco tequila 1.5 oz
Peach schnapps 1.0 oz
Blue curacao 1.0 oz
Simple syrup 2.0 oz
Lemon juice 2.0 oz",Shake with ice and strain into chilled cocktail glass.
Champagne Flamingo,"Vodka 0.75 oz
Campari 0.75 oz
Chilled champagne 5.0 oz",Shake vodka and Campari with ice. Strain into chilled champagne flute and top with Champagne. Add orange twist.
Champagne Velvet,"Chilled stout 5.0 oz
Chilled champagne 5.0 oz","See Black Velvet recipe on page 54.  Pour very carefully, in order given, into champagne flute so that the stout and champagne don't mix. "
Champs Elysees Cocktail,"Brandy 1.0 oz
Yellow chartreuse 0.5 oz
Lemon juice 0.5 oz
Simple syrup 1.0 oz
Angostura bitters 1.0 oz",Shake with ice and strain into chilled cocktail glass.
Chancellor Cocktail,"Blended scotch whiskey 1.5 oz
Dry vermouth 0.5 oz
Tawny port 0.5 oz
Peychaud's bitters 1.0 oz",Stir with ice and strain into chilled cocktail glass. Add lemon twist.
Chapala,"Reposado tequila 1.5 oz
Orange juice 1.5 oz
Lemon juice 0.75 oz
Grenadine 0.25 oz
Orange blossoms 1.0 units","Shake and strain into hurricane glass. Fill glass with crushed ice. Garnish with orange blossoms, if using, and orange wedge."
Chapel Hill,"Bourbon whiskey 2.0 oz
Triple sec 0.5 oz
Lemon juice 0.5 oz
Orange wheel 1.0 units",Shake with ice and strain into chilled cocktail glass. Add orange twist.
Chaplin,"Bourbon whiskey 0.75 oz
Dry sherry 0.75 oz
Ramazzotti amaro 0.75 oz
Triple sec 1.0 oz
Orange bitters 2.0 oz
Lemon twist 1.0 units",Stir with ice and strain into chilled cocktail glass. Add lemon twist.
Character Development,"Scotch whiskey 2.0 oz
Coconut liqueur 0.5 oz
Dry sherry 0.5 oz
Grapefruit bitters 2.0 oz",Stir with ice and strain into chilled cocktail glass. Add grapefruit twist.
Charles Cocktail,"Brandy 1.5 oz
Sweet vermouth 1.5 oz
Angostura bitters 1.0 oz",Stir with ice and strain into chilled cocktail glass.
Chas,"Bourbon whiskey 1.5 oz
Amaretto 0.25 oz
Benedictine 0.25 oz
Triple sec 0.25 oz
Orange curacao 0.25 oz
Orange wheel 1.0 units",Stir with ice and strain into chilled cocktail glass. Add orange twist.
Chateau Briand's Rum Cow,"Dark rum 1.25 oz
Sugar 1.0 oz
Bitters 2.0 oz
Milk 0.75 oz",Blend and strain into a collins glass.
Chef's Pain,"Bourbon whiskey 2.0 oz
Lime juice 0.75 oz
Blackberry liqueur 0.5 oz
B & b 0.5 oz",Shake with ice and strain into chilled cocktail glass.
Chelsea Sidecar Cocktail,"Lemon juice 0.25 oz
Old mr. boston triple sec 0.75 oz
Old mr. boston dry gin 0.75 oz",Shake with ice and strain into cocktail glass.
Cherry Blossom,"Superfine sugar 0.5 oz
Brandy 1.0 oz
Cherry-flavored brandy 0.5 oz
Lemon juice 0.5 oz
Triple sec 0.25 oz
Grenadine 0.25 oz
Maraschino cherry 0.25 units",Rim chilled cocktail glass with brandy and sugar. Shake ingredients with ice and strain into glass. Add cherry.
Cherry Blossom Cocktail,"Old mr. boston five star brandy 1.5 oz
Old mr. boston wild cherry flavored brandy 0.5 oz
Old mr. boston triple sec 1.5 oz
Grenadine 1.5 oz
Lemon juice 2.0 oz",Shake with ice and strain into cocktail glass with its rim moistened with cherry liqueur and dipped into powdered sugar. Add a Maraschino cherry.
Cherry Cooler,"Cherry vodka 2.0 oz
Cola 3.0 oz","Pour cherry vodka into collins glass over ice cubes. Fill with cola, add a slice of lemon, and stir."
Cherry Fizz,"Lemon juice 0.5 oz
Cherry-flavored brandy 2.0 oz
Club soda 1.0 units",Shake with ice and strain into highball glass with two ice cubes. Fill with club soda and decorate with a cherry.
Cherry Flip,"Egg 1.0 units
Powdered sugar 1.0 oz
Cherry-flavored brandy 1.5 oz
Light cream (if desired) 2.0 oz",Shake with ice and strain into sour glass. Sprinkle a little nutmeg on top.
Cherry Rum,"Light rum 1.25 oz
Cherry-flavored brandy 1.5 oz
Light cream 1.0 oz",Shake with ice and strain into cocktail glass.
Cherry Sling,"Cherry-flavored brandy 2.0 oz
Lemon juice 0.5 oz",Serve in old-fashioned glass filled with ice cubes and stir. Add a twist of lemon peel.
Cherry Wine Cocktail,"Danish cherry wine 0.75 oz
Vodka 0.75 oz
Lime juice 0.5 oz",Shake with ice and strain into cocktail glass.
Chi-Town Flip,"Bourbon whiskey 2.0 oz
Tawny port 0.75 oz
Lemon juice 0.75 oz
Vanilla liqueur 0.75 oz
Simple syrup 0.25 oz
Egg 1.0 units
Grated nutmet 1.0 oz",Shake first six ingredients without ice. Add ice and shake again. Strain into ice-filled Collins glass. Add bitters and top with nutmeg.
Chicago Cocktail,"Lemon wedges 1.0 units
Superfine sugar 1.0 oz
Brandy 1.0 oz
Lemon juice 0.5 oz
Orange curacao 0.25 oz
Maraschino liqueur 0.25 oz",Rim chilled old-fashioned glass with lemon and sugar. Stir remaining ingredients with ice and strain into glass.
Chicago Fizz,"Lemon juice 0.5 oz
Powdered sugar 1.0 oz
Egg white 1.0 units
Port 1.0 oz
Light rum 1.0 oz",Shake with ice and strain into highball glass over two ice cubes. Fill with carbonated water and stir.
Chinchona,"Anejo tequila 1.5 oz
Lillet rouge 0.75 oz
Orange curacao 0.5 oz
Orange bitters 2.0 oz
Orange wheel 1.0 units",Stir with ice and strain into chilled cocktail glass. Add orange twist.
Chocolate Cocktail,"Port 1.5 oz
Yellow chartreuse 1.5 oz
Egg yolk 1.0 units
Powdered sugar 1.0 oz",Shake with ice and strain into sour glass.
Chocolate Daisy,"Lemon juice 0.5 oz
Powdered sugar 0.5 oz
Grenadine 1.0 oz
Brandy 1.5 oz
Port 1.5 oz",Shake with ice and strain into stein or metal cup. Add ice cubes and decorate with fruit
Chocolate Flip,"Egg 1.0 units
Powdered sugar 1.0 oz
Sloe gin 0.75 oz
Brandy 0.75 oz
Light cream (if desired) 2.0 oz",Shake with ice and strain into sour glass. Sprinkle a little nutmeg on top.
Chocolate Soldier,"Lime juice 0.5 oz
Dubonnet 0.75 oz
Gin 1.5 oz",Shake with ice and strain into cocktail glass.
Chocolate Soldier Cocktail,"Lime juice 0.5 oz
Dubonnet 0.75 oz
Old mr. boston dry gin 1.5 oz",Shake with ice and strain into cocktail glass.
Chupa Cabra,"Blanco tequila 2.0 oz
Fresh grapefruit juice 0.75 oz
Lime juice 0.5 oz
Campari 0.5 oz
Simple syrup 0.5 oz
Angostura bitters 1.0 oz
Lime wheels 1.0 units",Shake with ice and strain into chilled cocktail glass. Garnish with lime.
Cider Eggnog,"Egg 1.0 units
Powdered sugar 1.0 oz
Milk 0.5 oz",Shake with ice and strain into collins glass. Then fill the glass with cider and stir. Sprinkle nutmeg on top.
Citronella Cooler,"Citrus-flavored vodka 1.0 oz
Lime juice 1.0 oz
Lemonade 2.0 oz
Cranberry juice 1.0 oz
Lime wedges 1.0 units",Stir in Collins glass. Add ice and stir again. Squeeze and add lime.
Clamato Cocktail,"Vodka 1.5 oz
Clam juice 1.0 oz
Tomato juice 3.0 oz","Shake with ice, strain, and serve over ice cubes in old-fashioned glass."
Classic Cocktail,"Lemon juice 0.25 oz
Curacao 1.5 oz
Maraschino 1.5 oz
Brandy 1.0 oz",Prepare rim of old-fashioned glass by rubbing with lemon and dipping into powdered sugar. Shake ingredients with ice and strain into prepared glass.
Clove Cocktail,"Sweet vermouth 1.0 oz
Sloe gin 0.5 oz
Muscatel wine 0.5 oz",Stir with ice and strain into cocktail glass.
Clover Club Cocktail,"Lemon juice 1.0 oz
Grenadine 2.0 oz
Egg white 1.0 units
Gin 1.5 oz",Shake with ice and strain into cocktail glass.
Clover Leaf Cocktail,"Lime juice 1.0 oz
Grenadine 2.0 oz
Egg white 1.0 units
Gin 1.5 oz",Shake with ice and strain into cocktail glass. Serve with mint leaf on top.
Coffee Cocktail,"Egg 1.0 units
Powdered sugar 1.0 oz
Port 1.0 oz
Brandy 1.0 oz",Shake with ice and strain into sour glass. Sprinkle nutmeg on top.
Coffee Flip,"Egg 1.0 units
Powdered sugar 1.0 oz
Brandy 1.0 oz
Port 1.0 oz
Light cream (if desired) 2.0 oz",Shake with ice and strain into sour glass. Sprinkle a little nutmeg on top.
Coffee Grasshopper,"Coffee-flavored brandy 0.75 oz
White creme de menthe 0.75 oz
Half-and-half 0.75 oz",Shake with ice and strain into ice-filled old-fashioned glass.
Coffee Old-Fashioned,"Bourbon whiskey 2.0 oz
Simple syrup 0.75 oz
Angostura bitters 2.0 oz
Cold brewed coffee 1.0 oz
Soda water 2.0 oz
Orange wheel 1.0 units
Maraschino cherry 1.0 units","Pour bourbon, syrup, bitters, and coffee into ice-filled old-fashioned glass and stir. Add soda water and stir again. Garnish with orange and cherry."
Coffee Sour,"Coffee-flavored brandy 1.5 oz
Lemon juice 1.0 oz
Powdered sugar 1.0 oz
Egg white 0.5 units",Shake with ice and strain into sour glass.
Cognac Coupling,"Cognac 2.0 oz
Tawny port 1.0 oz
Anis 0.5 oz
Lemon juice 1.0 oz",Shake with ice and strain into old-fashioned glass over ice cubes.
Cognac Highball,"Cognac 2.0 oz
Lemon twist 1.0 units
Ginger ale 3.0 oz","Pour Cognac into ice-filled highball glass and fill with ginger ale or soda water. Add lemon twist, if desired, and stir."
Cognac Highball with Soda water,"Soda water 3.0 oz
Cognac 2.0 oz
Lemon twist 1.0 units","Pour Cognac into ice-filled highball glass and fill with ginger ale or soda water. Add lemon twist, if desired, and stir."
Cold Deck Cocktail,"Brandy 1.0 oz
Sweet vermouth 0.5 oz
White creme de menthe 1.0 oz",Stir with ice and strain into chilled cocktail glass.
Cole's Raspberry Cream,"Raspberry yogurt 1.5 oz
Raspberry ice cream 1.5 oz
White creme de cacao 1.5 oz
Vodka 1.5 oz
Heavy cream 2.0 oz",Shake or blend.
Combo,"Dry vermouth 2.5 oz
Brandy 1.0 oz
Triple sec 0.5 oz
Powdered sugar 0.5 oz
Bitters 1.0 oz",Shake with ice and strain into old-fashioned glass over ice cubes.
Commodore Cocktail,"Bourbon whiskey 2.0 oz
White creme de cacao 0.75 oz
Lemon juice 0.5 oz
Grenadine 1.0 oz",Shake with ice and strain into chilled champagne flute.
Company B,"Strawberries 1.0 units
Hulled 1.0 oz
Blanco tequila 1.5 oz
Campari 0.5 oz
Triple sec 0.5 oz
Lemon juice 0.5 oz
Agave nectar 0.25 oz
Strawberries 0.25 units",Muddle whole strawberry in mixing glass. Add remaining ingredients. Shake with ice and strain through fine wire sieve into chilled cocktail glass. Garnish with strawberry slice.
Cool Carlos,"Dark rum 1.5 oz
Cranberry juice 2.0 oz
Pineapple juice 2.0 oz
Orange curacao 1.0 oz
Sour mix 1.0 oz","Mix all ingredients except curacao with ice, shake well. Pour into collins glass and float curacao on top. Garnish with pineapple and orange slices, and a cherry."
Cornell Cocktail,"Lemon juice 0.5 oz
Maraschino 1.0 oz
Egg white 1.0 units
Gin 1.5 oz",Shake with ice and strain into cocktail glass.
Coronation Cocktail,"Gin 0.75 oz
Dubonnet 0.75 oz
Dry vermouth 0.75 oz",Stir with ice and strain into cocktail glass.
Corpse Reviver No. 1,"Cognac 2.0 oz
Calvados 1.0 oz
Apple brandy 1.0 oz
Applejack 1.0 oz
Sweet vermouth 1.0 oz",Stir with ice and strain into a chilled cocktail glass.
Cosmopolitan,"Vodka 1.5 oz
Lime juice 0.5 oz
Triple sec 0.5 oz
Cranberry juice 0.5 oz
Lime wheels 1.0 units",Shake well with ice and strain into chilled cocktail glass. Garnish with lime.
